date,acres,lat,lon
2006-04-26T08:00:00Z,0.1,47.723645,-120.292726
1993-01-01T08:00:00Z,0.0,48.437121,-119.606028
1979-07-23T08:00:00Z,2.5,47.182242,-120.910287
1977-06-23T08:00:00Z,0.1,47.182242,-120.910287
1977-04-28T08:00:00Z,0.1,47.182242,-120.910287
1974-08-06T08:00:00Z,0.1,47.182242,-120.910287
1974-07-28T08:00:00Z,0.0,47.182242,-120.910287
1973-07-25T08:00:00Z,0.2,47.182242,-120.910287
1973-07-14T08:00:00Z,0.0,47.182242,-120.910287
2003-08-28T08:00:00Z,0.1,47.275855,-121.898367
1991-10-16T08:00:00Z,398.0,47.898375,-117.721428
1994-07-25T08:00:00Z,0.1,46.406564,-123.913407
1980-09-05T08:00:00Z,0.1,48.59519,-122.889977
1972-08-06T08:00:00Z,0.3,48.59519,-122.889977
1999-07-25T08:00:00Z,0.0,48.527524,-117.832565
1978-07-08T08:00:00Z,0.1,47.852926,-117.293656
1991-10-16T08:00:00Z,471.0,47.500279,-117.661085
1998-08-13T08:00:00Z,0.0,47.714196,-121.839986
1970-08-18T08:00:00Z,10.0,48.315821,-117.661294
1991-11-02T08:00:00Z,0.1,48.381677,-122.617669
1987-08-16T08:00:00Z,1.5,46.974698,-122.77842
1977-08-17T08:00:00Z,0.1,48.29105,-121.717596
1986-09-10T08:00:00Z,0.1,47.023165,-122.772854
1970-08-06T08:00:00Z,0.0,46.337057,-122.875895
1985-07-08T08:00:00Z,0.2,46.141142,-117.198161
1977-04-04T08:00:00Z,2.0,48.618654,-118.009464
1993-01-01T08:00:00Z,0.0,47.127872,-119.606125
1999-06-15T08:00:00Z,0.1,46.737551,-120.885464
1997-07-28T08:00:00Z,0.0,47.367316,-123.027132
1995-07-26T08:00:00Z,0.0,47.367316,-123.027132
1995-07-21T08:00:00Z,0.5,47.367316,-123.027132
2002-09-13T08:00:00Z,0.1,45.781166,-121.626394
1991-07-15T08:00:00Z,0.3,48.16105,-122.585195
2000-08-02T08:00:00Z,0.5,48.16105,-122.585195
1996-06-23T08:00:00Z,0.1,47.295251,-120.348094
1995-01-03T08:00:00Z,0.3,45.641541,-122.262361
1999-06-25T08:00:00Z,0.1,48.096344,-119.811339
1995-07-25T08:00:00Z,0.5,47.785436,-117.37607
2006-07-25T08:00:00Z,0.0,47.99509,-117.590405
1974-07-21T08:00:00Z,0.0,46.885547,-122.308388
1984-07-27T08:00:00Z,0.1,47.000254,-123.822952
1993-02-24T08:00:00Z,0.2,46.109906,-122.782067
1995-11-01T08:00:00Z,1.5,45.845143,-121.017378
1977-06-18T08:00:00Z,0.1,48.776725,-118.913165
1978-07-08T08:00:00Z,0.2,48.776725,-118.913165
2005-07-01T08:00:00Z,0.0,48.05367,-117.638372
1992-01-01T08:00:00Z,0.0,48.05367,-117.638372
1987-08-08T08:00:00Z,0.1,48.05367,-117.638372
2007-08-21T08:00:00Z,0.01,47.83417,-117.85605
1992-10-17T08:00:00Z,0.2,48.3567,-118.136534
1994-08-03T08:00:00Z,0.2,48.886905,-117.801505
1984-07-06T08:00:00Z,0.0,47.242563,-121.034625
1999-06-15T08:00:00Z,1.0,47.261814,-117.603939
2005-07-03T08:00:00Z,0.1,47.299414,-121.239526
1986-09-14T08:00:00Z,0.0,47.72713,-122.090219
1987-08-24T08:00:00Z,0.1,47.137202,-120.876453
1980-08-11T08:00:00Z,0.0,48.491341,-117.208274
1996-01-01T08:00:00Z,0.0,46.945355,-122.622276
1985-07-04T08:00:00Z,0.0,47.102785,-122.049658
1972-08-30T08:00:00Z,0.0,47.323553,-123.196268
1986-07-12T08:00:00Z,0.1,47.589478,-117.392901
2003-06-15T08:00:00Z,2.8,47.589478,-117.392901
2005-08-28T08:00:00Z,0.1,48.184826,-117.73431
2007-08-09T08:00:00Z,0.1,47.818049,-117.526466
1998-01-01T08:00:00Z,0.0,47.012438,-123.031896
1992-03-21T08:00:00Z,14.0,48.940443,-122.019403
1997-08-26T08:00:00Z,0.1,48.479947,-119.735916
1978-07-26T08:00:00Z,0.1,46.503984,-123.553295
1977-07-22T08:00:00Z,3.0,46.503984,-123.553295
1988-08-08T08:00:00Z,0.1,47.231626,-121.045316
1992-06-24T08:00:00Z,0.5,48.403991,-118.197103
2006-09-03T08:00:00Z,0.0,47.188427,-123.17992
1974-11-17T08:00:00Z,0.0,45.62875,-122.238614
1994-08-27T08:00:00Z,0.0,48.060945,-117.622265
1999-01-15T08:00:00Z,0.5,48.925368,-119.290124
1986-08-12T08:00:00Z,0.0,48.795104,-117.763884
1983-06-10T08:00:00Z,0.1,48.883067,-122.099583
1988-04-13T08:00:00Z,2.0,47.534546,-117.354963
1984-07-19T08:00:00Z,50.0,47.300027,-120.141293
2004-08-01T08:00:00Z,0.0,47.500386,-122.963531
2006-08-22T08:00:00Z,5.0,47.780231,-117.293529
1994-07-01T08:00:00Z,0.0,47.37683,-123.044375
2001-09-16T08:00:00Z,0.3,47.066726,-122.938036
1997-06-17T08:00:00Z,0.1,48.493862,-119.389823
1993-06-29T08:00:00Z,3.0,47.817916,-117.547963
1984-07-22T08:00:00Z,0.1,47.825627,-117.365567
2007-10-05T08:00:00Z,0.2,47.472995,-117.679882
1994-06-30T08:00:00Z,0.1,47.811037,-117.376079
1992-08-31T08:00:00Z,0.2,47.811037,-117.376079
1999-07-19T08:00:00Z,0.0,48.679705,-117.402414
1979-08-21T08:00:00Z,0.1,47.336327,-121.434717
1983-09-15T08:00:00Z,0.1,48.572483,-123.093931
1982-06-19T08:00:00Z,0.2,48.572483,-123.093931
